Number,Link,Description,Title,State,New,Image
207,https://www.mountaineers.org/books/books/snoqualmie-pass-wa-no-207-green-trails-maps,"Original Issue Date 1976; Latest Revision 2022

An hour from Seattle, Snoqualmie Pass offers scores of wonderful easy-to-get-to outdoor adventures. The pass is a major access point to the Pacific Crest Trail, offering excellent day trips and short backpacking adventures along it. This map details the National Scenic Trail from just short of Stampede Pass to just beyond Lemah Creek and includes Silver Peak, Lodge Lake, Kendall Katwalk, and Spectacle Lake. Map also highlights some of the area’s most popular trails; Granite Mountain, Denny Creek, Snow Lake, Gold Creek, Rachel Lake, Lake Lillian and the Palouse to Cascades Trail (and its Snoqualmie Tunnel stretch). Map also includes the area’s extensive winter snowshoe, ski, and snowmobile trails.",Snoqualmie Pass,WA,,https://www.mountaineers.org/books/books/snoqualmie-pass-wa-no-207-green-trails-maps/@@images/6ab1b321-5e08-4c2b-9fb0-4d0960361a76.jpeg
208,https://www.mountaineers.org/books/books/kachess-lake-wa-no-208-green-trails-maps,"Original Issue Date 1976; Latest Revision 2016

Not too far east from Snoqualmie Pass and just to the west of Rosalyn and Cle Elum is a whole network of ridge running trails above massive Kachess and Cle Elum Lakes. Within the Cascades Rain shadow, this is an area of ample sunshine with trails usually snow-free from June to November. And when winter descends upon this region, several of the trails particularly Hex Mountain and Sasse Ridge make for fine snowshoeing destinations. With this map plan hiking, backpacking and trail running adventures along Kachess Ridge and Thorp Mountain (along the Cascade 100 Ultra Route); to Cooper and Pete Lakes, along Polallie Ridge or the Waptus River; or up Davis Peak, Hawkins Mountain and Jolly Mountain.",Kachess Lake,WA,,https://www.mountaineers.org/books/books/kachess-lake-wa-no-208-green-trails-maps/@@images/90cf284e-029d-4369-a065-5b4c230b8c6d.jpeg
209,https://www.mountaineers.org/books/books/mount-stuart-wa-no-209-green-trails-maps,"Original Issue Date 1976; Latest Revision 2021

Westside hikers tired of gloomy cloudy skies often flock to the sunny slopes of the Teanaway Country. This map covers the heart of this region known for its agreeable weather, pine scented forests, diverse wildflowers and exceptional hiking trails and scrambling routes. Map 209 displays much of the Middle and North Fork Teanaway Valleys and the trails traversing the slopes above them. This map covers Gallagher Lake, the Esmeralda Basin, spectacular Lake Ingalls, Koppen Mountain, Iron Peak, Earl Peak, Navaho Peak and the Three Brothers. Much of the Ingalls Creek Trail is also shown on the map. And of course 9415-foot Mount Stuart and the core of the famous Enchantment Lakes basin.",Mount Stuart,WA,,https://www.mountaineers.org/books/books/mount-stuart-wa-no-209-green-trails-maps/@@images/8af74214-e2bb-4117-895d-54c726eeb914.jpeg
210,https://www.mountaineers.org/books/books/liberty-wa-no-210-green-trails-maps,"Original Issue Date 1976; Latest Revision 2014

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Okanogan-Wenatchee National Forest
Alpine Lakes Wilderness
Camas Land Natural Area Preserve
Teanaway Ridge
Sno-Parks
Campgrounds
Haney Meadow/Ken Wilcox Horse Camp
Upper Naneum Meadow",Liberty,WA,,https://www.mountaineers.org/books/books/liberty-wa-no-210-green-trails-maps/@@images/fd50097f-55e4-489b-9c90-9c4bacfcf6ba.jpeg
237,https://www.mountaineers.org/books/books/enumclaw-wa-no-237-green-trails-maps,"Original Issue Date 1976; Latest Revision 2018

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Baker-Snoqualmie National Forest
Mud Mountain
DNR South Puget Sound Region Headquarters
Clearwater Wilderness
Carbon Ridge",Enumclaw,WA,,https://www.mountaineers.org/books/books/enumclaw-wa-no-237-green-trails-maps/@@images/90c0686a-87a3-4ef1-856e-9da27708a2d1.jpeg
238,https://www.mountaineers.org/books/books/greenwater-wa-no-238-green-trails-maps,"Original Issue Date 1976; Latest Revision 2021

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Baker-Snoqualmie National Forest
Federation Forest State Park
Clearwater Wilderness
White River
Sun Top
Camp Shepard Boy Scout Camp
Huckleberry Mountains",Greenwater,WA,,https://www.mountaineers.org/books/books/greenwater-wa-no-238-green-trails-maps/@@images/be2bedc5-9706-4273-b342-1d3f8fbd6d75.jpeg
239,https://www.mountaineers.org/books/books/lester-wa-no-239-green-trails-maps,"Original Issue Date 1975; Latest Revision 2022

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Baker-Snoqualmie National Forest
Okanogan-Wenatchee National Forest
Norse Peak Wilderness
Raven Roost
Corral Pass Campground
Blowout Mountain",Lester,WA,,https://www.mountaineers.org/books/books/lester-wa-no-239-green-trails-maps/@@images/c166db68-3a25-434e-b0ba-e8aa9154d9a4.jpeg
240,https://www.mountaineers.org/books/books/easton-wa-no-240-green-trails-maps,"Original Issue Date 1976; Latest Revision 2016

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Okanogan-Wenatchee National Forest
Iron Horse State Park
Little Naches River Sno-Parks and Campgrounds
Quartz Mountain Campground


Flat: 12"" x 18"", 15-minute map, paper",Easton,WA,,https://www.mountaineers.org/books/books/easton-wa-no-240-green-trails-maps/@@images/a25d1c6c-cc83-411c-bac1-0cea42909dc7.jpeg
241,https://www.mountaineers.org/books/books/cle-elum-wa-no-241-green-trails-maps,"Original Issue Date 1976; Latest Revision 2021

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.
Okanogan-Wenatchee National Forest
Lt Murray Wildlife Recreation Area
Teanaway Community Forest
Roslyn
Taneum Junction Campground
Sno-Parks
Manastash Campground
Riders Campground
Iron Horse State Park",Cle Elum,WA,,https://www.mountaineers.org/books/books/cle-elum-wa-no-241-green-trails-maps/@@images/b1b89ed3-312f-4e3b-b6cb-2a18786a217e.jpeg
242,https://www.mountaineers.org/books/books/thorp-wa-no-242-green-trails-maps,"Original Issue Date 1976; Latest Revision 2004

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Okanogan-Wenatchee National Forest
Ellensburg
Kittitas Valley
Lt Murray Wildlife Recreation Area
Iron Horse State Park",Thorp,WA,,https://www.mountaineers.org/books/books/thorp-wa-no-242-green-trails-maps/@@images/ebd40b64-b972-43a7-acf1-8264be38490d.jpeg
243,https://www.mountaineers.org/books/books/colockum-pass-wa-no-243-green-trails-maps,"Original Issue Date 1977; Latest Revision 2004

Colockum Wildlife Recreation Area
Colockum Game Reserve",Colockum Pass,WA,,
269,https://www.mountaineers.org/books/books/mount-rainier-west-wa-no-269-green-trails-maps,"Original Issue Date 1976; Latest Revision 2022

If you’re planning on doing any hiking or backpacking in Mount Rainier National Park’s Longmire, Mowich Lake, and Carbon River areas, this is the map you want in your pack. The entire western half of Mount Rainier National Park as well as the Evans Creek ORV trail system and Glacier View Wilderness area are covered on it. Map 269 also displays the iconic mountain’s 14,411-foot summit and many of its glaciers including the Carbon and Tahoma. If you’re Wonderland Trail bound, this historic trail from the Paradise River to Mystic Lake along with the camps in between are displayed. The Yellowstone Cliffs, Carbon River Trail, Green Lake, Kautz Creek Trail, Van Trump Park, Rampart Ridge, and Comet Falls Trails as well as other popular day hiking destinations are also highlighted on this map.",Mount Rainier West,WA,,https://www.mountaineers.org/books/books/mount-rainier-west-wa-no-269-green-trails-maps/@@images/1b51b096-be47-4e3a-8146-f8c56ff9ce93.jpeg
270,https://www.mountaineers.org/books/books/mount-rainier-east-wa-no-270-green-trails-maps,"Original Issue Date 1976; Latest Revision 2021

Encompassing both the Sunrise and Paradise areas of Mount Rainer National Park, you’ll find some of the most spectacular hiking trails in America on this map. The round-the-mountain historic and iconic Wonderland Trail is shown on this map from Mystic Camp to Narada Falls. You’ll also find on map 270 the Northern Loop from Windy Gap to Berkeley Park, Grand Park, Huckleberry Creek, the Palisades Lakes, Crystal Lakes, Naches Loop, Eastside Trail, and Cowlitz Divide. This map is a great resource too for scrambling some of Rainier’s satellite peaks: Skyscraper Mountain, Burroughs Mountain, Brown Peak, Tamanos Mountain, Goat Island Mountain, and Pinnacle Peak.",Mount Rainier East,WA,,https://www.mountaineers.org/books/books/mount-rainier-east-wa-no-270-green-trails-maps/@@images/375c16f1-fe65-4c77-80b6-1f27588ba57b.jpeg
271,https://www.mountaineers.org/books/books/bumping-lake-wa-no-271-green-trails-maps,"Original Issue Date 1977; Latest Revision 2015

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Baker-Snoqualmie National Forest
Mount Rainier National Park
Crystal Mountain Resort
Norse Peak Wilderness
William O. Douglas Wilderness
Gifford Pinchot National Forest",Bumping Lake,WA,,https://www.mountaineers.org/books/books/bumping-lake-wa-no-271-green-trails-maps/@@images/719b3429-7d01-4318-82ff-620ef4ff63d1.jpeg
272,https://www.mountaineers.org/books/books/old-scab-mountain-wa-no-272-green-trails-maps,"Original Issue Date 1977; Latest Revision 2020

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Snoqualmie National Forest
William O. Douglas Wilderness
Little Bald Mountain
Naches River",Old Scab Mountain,WA,,https://www.mountaineers.org/books/books/old-scab-mountain-wa-no-272-green-trails-maps/@@images/3e0fbadc-ea6c-40a7-90d7-6d9ba3dccfac.jpeg
273,https://www.mountaineers.org/books/books/manastash-lake-wa-no-273-green-trails-maps,"Original Issue Date 1977; Latest Revision 2020

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Snoqualmie National Forest
Lt Murray Wildlife Recreation Area
Rattlesnake Ranger Station
Sno-Parks
Oak Creek Wildlife Recreation Area",Manastash Lake,WA,,https://www.mountaineers.org/books/books/manastash-lake-wa-no-273-green-trails-maps/@@images/e2e21fbe-af57-460a-bc56-4dd4afbf5a8d.jpeg
301,https://www.mountaineers.org/books/books/randle-wa-no-301-green-trails-maps,"Original Issue Date 1977; Latest Revision 2013

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Rainier National Park
Gifford Pinchot National Forest
Tatoosh Wilderness
Randal Ranger Station
Longmire
High Rock
Nisqually Entrance Mount Rainer National Park",Randle,WA,,https://www.mountaineers.org/books/books/randle-wa-no-301-green-trails-maps/@@images/608c7c1d-2601-4007-85f6-82209ab5f9eb.jpeg
302,https://www.mountaineers.org/books/books/packwood-wa-no-302-green-trails-maps,"Original Issue Date 1977; Latest Revision 2013

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Tatoosh Wilderness
Packwood Ranger Station
Packwood Lake
Goat Rocks Wilderness",Packwood,WA,,https://www.mountaineers.org/books/books/packwood-wa-no-302-green-trails-maps/@@images/6490c1e8-4261-42a5-968c-76837be5f2d3.jpeg
303,https://www.mountaineers.org/books/books/white-pass-wa-no-303-green-trails-maps,"Original Issue Date 1977; Latest Revision 2016

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Baker-Snoqualmie National Forest
Gifford Pinchot National Forest
Goat Rocks Wilderness
William O. Douglas Wilderness
White Pass Sno-Parks and Campgrounds
Old Snowy Mountain",White Pass,WA,,https://www.mountaineers.org/books/books/white-pass-wa-no-303-green-trails-maps/@@images/18c556dc-33ae-4810-95b4-7028db482951.jpeg
304,https://www.mountaineers.org/books/books/rimrock-wa-no-304-green-trails-maps,"Original Issue Date 1975; Latest Revision 2015

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Baker-Snoqualmie National Forest
Ahtanum State Forest
William O. Douglas Wilderness
Rimrock Lack
Campgrounds and Sno-Parks",Rimrock,WA,,https://www.mountaineers.org/books/books/rimrock-wa-no-304-green-trails-maps/@@images/1e664506-a67a-492a-8eaa-1ff3c80e2bab.jpeg
305,https://www.mountaineers.org/books/books/tieton-wa-no-305-green-trails-maps,"Original Issue Date 1976; Latest Revision 2001

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Baker-Snoqualmie National Forest
Oak Creek Wildlife Area
Windy Point Campground
Yakima Indian Reservation",Tieton,WA,,https://www.mountaineers.org/books/books/tieton-wa-no-305-green-trails-maps/@@images/4c68e3ed-623e-4a3c-9fab-a708cea9ba3a.jpeg
332,https://www.mountaineers.org/books/books/spirit-lake-wa-no-332-green-trails-maps,"Original Issue Date 1978; Latest Revision 2021

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount St Helens National Volcanic Monument
Gifford Pinchot National Forest
Johnston Ridge Observatory
Viewpoints and Interpretive Sites",Spirit Lake,WA,,https://www.mountaineers.org/books/books/spirit-lake-wa-no-332-green-trails-maps/@@images/5ea993c3-e671-4ade-862a-b3bc1b2021e4.jpeg
333,https://www.mountaineers.org/books/books/mccoy-peak-wa-no-333-green-trails-maps,"Original Issue Date 1998; Latest Revision 2002

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Gifford Pinchot National Forest
Cispus Environmental Learning Center
Iron Creek Campground
Badger Peak Lookout",McCoy Peak,WA,,https://www.mountaineers.org/books/books/mccoy-peak-wa-no-333-green-trails-maps/@@images/d3f60f54-6f37-4ad2-adcc-e61b0e5054a8.jpeg
334,https://www.mountaineers.org/books/books/blue-lake-wa-no-334-green-trails-maps,"Original Issue Date 1978; Latest Revision 2003

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Gifford Pinchot National Forest
Goat Rock Wilderness
Mount Adams Wilderness",Blue Lake,WA,,https://www.mountaineers.org/books/books/blue-lake-wa-no-334-green-trails-maps/@@images/729b0822-079c-4880-83d2-a5d1caf03f5a.jpeg
335,https://www.mountaineers.org/books/books/walupt-lake-wa-no-335-green-trails-maps,"Original Issue Date 1978; Latest Revision 2004

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Baker-Snoqualmie National Forest
Gifford Pinchot National Forest
Goat Rocks Wilderness
Mount Adams Wilderness
Yakama Indian Reservation",Walupt Lake,WA,,https://www.mountaineers.org/books/books/walupt-lake-wa-no-335-green-trails-maps/@@images/74896adb-f53a-4ee5-996a-7b595f882466.jpeg
364,https://www.mountaineers.org/books/books/mount-st-helens-wa-no-364-green-trails-maps,"Original Issue Date 1978; Latest Revision 2022

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount St Helens National Volcanic Monument
Gifford Pinchot National Forest
Sno-Parks and Campgrounds
Ape Caves
June Lake
Ape Canyon
Swift Reservoir",Mount St. Helens,WA,,https://www.mountaineers.org/books/books/mount-st-helens-wa-no-364-green-trails-maps/@@images/0c654ae3-a1dc-49a5-baec-71d3f6424e0b.jpeg
365,https://www.mountaineers.org/books/books/lone-butte-wa-no-365-green-trails-maps,"Original Issue Date 1978; Latest Revision 2018

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Gifford Pinchot National Forest
Indian Heaven Wilderness
Hungry Peak
Campgrounds",Lone Butte,WA,,https://www.mountaineers.org/books/books/lone-butte-wa-no-365-green-trails-maps/@@images/5fef687a-83ff-4854-8ed0-bb860ade25cb.jpeg
366,https://www.mountaineers.org/books/books/mount-adams-west-wa-no-366-green-trails-maps,"Original Issue Date 1998; Latest Revision 2017

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Gifford Pinchot National Forest
Indian Heaven Wilderness
Mount Adams Wilderness
Pacific Crest Trail",Mount Adams West,WA,,https://www.mountaineers.org/books/books/mount-adams-west-wa-no-366-green-trails-maps/@@images/2d208f3d-0ecb-4b58-a347-a1d2464ed469.jpeg
396,https://www.mountaineers.org/books/books/lookout-mountain-wa-no-396-green-trails-maps,"Original Issue Date 1978; Latest Revision 2004

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Gifford Pinchot National Forest
Trapper Creek Wilderness",Lookout Mountain,WA,,https://www.mountaineers.org/books/books/lookout-mountain-wa-no-396-green-trails-maps/@@images/3469c3a5-a358-4a25-b01d-fc89f0800dbf.jpeg
397,https://www.mountaineers.org/books/books/wind-river-wa-no-397-green-trails-maps,"Original Issue Date 1979; Latest Revision 2020

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Gifford Pinchot National Forest
Columbia River Gorge National Scenic Area
Yacolt Burn State Forest
Trapper Creek Wilderness
Big Lava Bed
Government Mineral Springs
Indian Heaven Wilderness
Wind River Info Center",Wind River,WA,,https://www.mountaineers.org/books/books/wind-river-wa-no-397-green-trails-maps/@@images/6fbc2e97-affb-4c95-83b8-b2435791a7d3.jpeg
398,https://www.mountaineers.org/books/books/willard-wa-no-398-green-trails-maps,"Original Issue Date 1978; Latest Revision 2017

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Gifford Pinchot National Forest
Columbia River Gorge National Scenic Area
Big Lava Bed
Big Cedars County Park
Morse Creek Campground
Oklahoma Campground",Willard,WA,,https://www.mountaineers.org/books/books/willard-wa-no-398-green-trails-maps/@@images/6779e20a-7129-4aa3-a24e-90f1625e0da9.jpeg
428,https://www.mountaineers.org/books/books/bridal-veil-or-no-428-green-trails-maps,"Original Issue Date 1983; Latest Revision 1998

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Gifford Pinchot National Forest
Mount Hood National Forest
Columbia River Gorge National Scenic Area
Yacolt Burn State Forest
Crown Point State Park
Mulnomah Falls
State Parks and Campgrounds
Beacon Rock State Park",Bridal Veil,OR,,https://www.mountaineers.org/books/books/bridal-veil-or-no-428-green-trails-maps/@@images/a2f425a7-b013-4f27-877c-ac5e5e5aaec8.jpeg
429,https://www.mountaineers.org/books/books/bonneville-dam-or-no-429-green-trails-maps,"Original Issue Date 1983; Latest Revision 2017

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Columbia River Gorge National Scenic Area
Mount Hood National Forest
Mark O. Hatfield Wilderness
Bull Run Watershed
Bonneville Dam Visitor Center
Bridge of the Gods
State Parks and Campgrounds",Bonneville Dam,OR,,https://www.mountaineers.org/books/books/bonneville-dam-or-no-429-green-trails-maps/@@images/a74cfb22-4eef-43e1-b7d7-3c5efa9d9e2b.jpeg
430,https://www.mountaineers.org/books/books/hood-river-or-no-430-green-trails-maps,"Original Issue Date 1985; Latest Revision 1998

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Gifford Pinchot National Forest
Mount Hood National Forest
Columbia River Gorge National Scenic Area
Dog Mountain
State Parks and Campgrounds",Hood River,OR,,https://www.mountaineers.org/books/books/hood-river-or-no-430-green-trails-maps/@@images/0ea8fc09-8cc8-46f7-b0f6-4fb4931e6ee8.jpeg
461,https://www.mountaineers.org/books/books/government-camp-or-no-461-green-trails-maps,"Original Issue Date 1982; Latest Revision 2015

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Hood National Forest
Mount Hood Wilderness
Mount Hood Visitor Center
Salmon Huckleberry Wilderness
Zig Zag Mountain
Bull Run Watershed
Ski Bowl Ski Area
Campgrounds and Sno-Parks",Government Camp,OR,,https://www.mountaineers.org/books/books/government-camp-or-no-461-green-trails-maps/@@images/de837d0a-974b-4a70-aac4-9353e1172389.jpeg
462,https://www.mountaineers.org/books/books/mount-hood-or-no-462-green-trails-maps,"Original Issue Date 1982; Latest Revision 2015

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Hood National Forest
Mount Hood Wilderness
Badger Creek Wilderness
Richard L. Kohnstamm Wilderness
The Dalles Watershed
Trillium Lake
Timberline Ski Area
Mount Hood Meadows Ski Area
Cloud Cap
Campgrounds and Sno-Parks",Mount Hood,OR,,https://www.mountaineers.org/books/books/mount-hood-or-no-462-green-trails-maps/@@images/c3ceb7f2-6013-4e64-af93-6a6b57c47b15.jpeg
492,https://www.mountaineers.org/books/books/fish-creek-mountain-or-no-492-green-trails-maps,"Original Issue Date 1985; Latest Revision 1996

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Hood National Forest
Salmon Huckleberry Wilderness
Ripplebrook Ranger Station
Clackamas River
Campgrounds",Fish Creek Mountain,OR,,https://www.mountaineers.org/books/books/fish-creek-mountain-or-no-492-green-trails-maps/@@images/c0b49bae-5d77-4343-a097-8b8f695f62fc.jpeg
524,https://www.mountaineers.org/books/books/battle-ax-or-no-524-green-trails-maps,"Original Issue Date 1985; Latest Revision 1998

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Hood National Forest
Willamette National Forest
Bull of the Woods Wilderness
Opal Creek Wilderness
Sugar Pine Botanical Area
Elk Lake Campground",Battle Ax,OR,,https://www.mountaineers.org/books/books/battle-ax-or-no-524-green-trails-maps/@@images/c35d8f91-06ed-49b6-b9e8-1f49e7aed36c.jpeg
525,https://www.mountaineers.org/books/books/breitenbush-or-no-525-green-trails-maps,"Original Issue Date 1985; Latest Revision 1998

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Mount Hood National Forest
Willamette National Forest
Olallie Lake Scenic Area
Mount Jefferson Wilderness
Breitenbush Hot Springs
Campgrounds",Breitenbush,OR,,https://www.mountaineers.org/books/books/breitenbush-or-no-525-green-trails-maps/@@images/215d519e-ff38-4086-92ee-f7962734e71a.jpeg
557,https://www.mountaineers.org/books/books/mount-jefferson-or-no-557-green-trails-maps,"Original Issue Date 1987; Latest Revision 2015

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Deschutes National Forest
Willamette National Forest
Mount Jefferson Wilderness
Jefferson Park
Marion Lake
Warm Spring Indian Reservation


Flat: 12"" x 18"", 15-minute map, paper",Mount Jefferson,OR,,https://www.mountaineers.org/books/books/mount-jefferson-or-no-557-green-trails-maps/@@images/aabc3e4e-b7f6-40fd-a454-2e7d5f79165d.jpeg
589,https://www.mountaineers.org/books/books/three-fingered-jack-or-no-589-green-trails-maps,"Original Issue Date 2004; Latest Revision 2022

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Deschutes National Forest
Willamette National Forest
Mount Washington Wilderness
Mount Jefferson Wilderness
Three Sisters Wilderness
Black Crater
Big Lake
Dee Wright Observatory
Campgrounds and Sno-Parks",Three Fingered Jack,OR,,https://www.mountaineers.org/books/books/three-fingered-jack-or-no-589-green-trails-maps/@@images/d8c9cbb7-c145-434d-95da-d2ec36549bdd.jpeg
590,https://www.mountaineers.org/books/books/sisters-or-no-590-green-trails-maps,"Original Issue Date 2005

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Deschutes National Forest
Three Sisters Wilderness
Black Butte
Black Crater
Suttle Lake
Metolius Wild and Scenic River
Camp Sherman


12"" x 18"", paper, 15-minute map",Sisters,OR,,https://www.mountaineers.org/books/books/sisters-or-no-590-green-trails-maps/@@images/22b3a14e-c58d-4206-83f1-744f72559740.jpeg
620,https://www.mountaineers.org/books/books/mckenzie-bridge-or-no-620-green-trails-maps,"Original Issue Date 2005

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Willamette National Forest
Three Sisters Wilderness
H. J. Andrews Experimental Forest
Olallie Ridge Research Natural Area
Cougar Reservoir
Terwilleger Hot Springs
McKenzie River Camprounds",McKenzie Bridge,OR,,https://www.mountaineers.org/books/books/mckenzie-bridge-or-no-620-green-trails-maps/@@images/3fe7b15f-9590-4e6d-b91a-2c353fff52f0.jpeg
621,https://www.mountaineers.org/books/books/three-sisters-or-no-621-green-trails-maps,"Original Issue Date 2005

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Deschutes National Forest
Willamette National Forest
Three Sisters Wilderness
Mount Washington Wilderness
Pacific Crest Trail
Campgrounds",Three Sisters,OR,,https://www.mountaineers.org/books/books/three-sisters-or-no-621-green-trails-maps/@@images/3c497c27-d809-4166-a356-72ccf3dad137.jpeg
622,https://www.mountaineers.org/books/books/broken-top-or-no-622-green-trails-maps,"Original Issue Date 2005; Latest Revision 2018

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.
Deschutes National Forest
Three Sisters Wilderness
Mount Bachelor Nordic Center
Campgrounds",Broken Top,OR,,https://www.mountaineers.org/books/books/broken-top-or-no-622-green-trails-maps/@@images/3fc7902e-f4af-404e-9b56-7d719793bfdf.jpeg
1116SX,,,Redwood State/National Park,CA,,
111SX,https://www.mountaineers.org/books/books/mountain-loop-highway-wa-no-111sx-green-trails-maps,"Some of Western Washington’s most popular and spectacular trails can be found along this scenic byway just east of Everett. Map 111SX encompasses all of the region’s trails; including such classics as Lake Twentytwo, Three Fingers Lookout, Mount Pilchuck, Gothic Basin and Goat Lake along the 53-mile long Mountain Loop Highway. This expansive map also covers the spectacular Suiattle River Valley’s and North Fork Sauk River Valley’s trails leading into the expansive 530,000-acre Glacier Peak Wilderness. Map coverage also includes the Pacific Crest Trail from Cady Pass to Miners Ridge. You can plan adventures into the Henry M Jackson Wilderness too including to Blue Lake, and Twin Lakes, Silver Lake, and Glacier Basin near the former mining now ghost town of Monte Cristo.

Original Edition 2016; Updated Edition 2019

Map Scale: 1:63360",Mountain Loop Highway,WA,,https://www.mountaineers.org/books/books/mountain-loop-highway-wa-no-111sx-green-trails-maps/@@images/f663cc2c-bdcc-41c5-8846-4b8f39c9f41b.jpeg
114SX,https://www.mountaineers.org/books/books/north-cascades-lake-chelan-wa-no-114sx-green-trails-maps,"Extra-large (60% more coverage), folded, waterproof, tear resistant, ultralight map printed on Polyart.

Areas covered:
North Cascades National Park
Lake Chelan-Sawtooth Wilderness
Glacier Peak Wilderness
Lake Chelan National Recreation Area
Okanogan-Wenatchee National Forest
As every experienced backcountry adventurer knows, possessing solid tools for navigation is one of the Ten Essentials for a safe adventure. There are, of course, many technological options out there, but to truly be prepared there’s really nothing better than a paper map--and there’s absolutely no better map than a color topographic Green Trails map. Fully vetted and high quality, Green Trails maps are not only useful for trip planning but will keep backcountry travelers on track, long after the batteries have died on other navigational devices.

Each map includes:
Trails coded for hikers only, as well as mountain bikers, stock, skiers, and snowmobilers
Icons for parking and picnic areas, tent camping and RV spaces, bathrooms and backcountry toilets, points of interest, waterfalls, springs, and gates
Dot-to-dot trail distances, contour intervals, adjacent map numbers, and permits required
Land designations: national and state parks, national forest, wilderness, DNR land, private land, tribal land, and others


Map Scale: 1:100,000",North Cascades / Lake Chelan,WA,,https://www.mountaineers.org/books/books/north-cascades-lake-chelan-wa-no-114sx-green-trails-maps/@@images/15ec7baf-022c-48c8-9547-9744cfbd2bf6.jpeg
1187S,https://www.mountaineers.org/books/books/golden-gate-mount-tam-ca-no-1187s-green-trails-maps,"Original Edition 2013; Updated Edition 2015

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Home to over 400 miles of the best hiking, mountain biking, and equestrian trails in the San Francisco Bay Area. Trek or bike the Marin Headlands with stunning views of the Golden Gate Bridge and its wild Pacific Coastline, or venture further inland and mountain bike up to the top of Mount Tamalpais for panoramic views of the entire bay then descend into the Marin Municipal Watershed for endless loop trail options. Printed on a waterproof tear-resistant sheet and 100% ground truthed by our GPS Teams. Get ready for endless adventures.

Map Scale: 1:24,000",Golden Gate * Mount Tam,CA,,https://www.mountaineers.org/books/books/golden-gate-mount-tam-ca-no-1187s-green-trails-maps/@@images/9e6abead-9efc-4088-a32c-8b1c4ad58126.jpeg
